Id,Predicted
0,4.31870187363419
1,4.078460096163875
2,4.399789929738937
3,5.1745455985957864
4,4.851799037683175
5,4.372832653668325
6,4.862169556392114
7,5.226789478851927
8,4.311163879757773
9,4.512107297211859
10,4.079283652719037
11,5.239846333225018
12,4.905008962521709
13,4.887630840254894
14,5.2252060552138
15,5.212258160647775
16,4.413807830117032
17,5.2144044782370464
18,4.509690510530022
19,4.86642698249252
20,4.390885062334637
21,4.287810044707196
22,4.920084396000574
23,4.82263948164211
24,4.842145196562891
25,4.956423671121741
26,4.9051184545983455
27,4.089686569184686
28,4.95457615509336
29,4.297756578861297
30,4.277776468074776
31,5.182299861112725
32,4.29445906859289
33,4.834467305809414
34,4.9079924135186985
35,4.941916032465926
36,4.2260383654745555
37,4.281523574554798
38,4.956652241182968
39,5.219208420181832
40,4.238431507903708
41,4.235962384106022
42,4.168819396120129
43,4.026260226464237
44,4.540368723967087
45,5.102198818200004
46,5.2479184776723224
47,4.895196641214461
48,4.4775742017367275
49,5.123420422417297
50,4.1970785517479
51,4.154002121938101
52,4.93159126203624
53,5.108199093088082
54,5.17392035371285
55,4.429043382908176
56,4.557588433082548
57,5.2426821177770435
58,4.492048294426766
59,5.126575263037051
60,4.405069462200597
61,5.058015151391309
62,4.1282403297726065
63,4.813857646060194
64,4.2729007500276746
65,4.237001323740783
66,4.415966513314689
67,5.217665116605406
68,4.9057394843970865
69,4.92722128957344
70,4.823500218562186
71,4.497014739168556
72,4.957031029995886
73,4.232987388464647
74,5.123591126252352
75,4.162168338947234
76,4.8799064079966445
77,4.198498146412508
78,5.185885478530571
79,4.865808995086797
80,4.86132568448227
81,4.950862310217019
82,4.9493476844314275
83,5.156984755681311
84,4.264547920649238
85,4.914106299352752
86,4.965876457682565
87,4.990679255572498
88,4.865587510921737
89,5.223468791014213
90,4.8641447236450635
91,4.864374173079447
92,5.211965152626431
93,5.259883634561662
94,5.127524617707975
95,5.1842633366967
96,5.123015183021085
97,4.163865731037037
98,5.191440936676858
99,4.821211037403922
100,4.0731373810689
101,4.859998354782161
102,4.910544209790624
103,4.287716883590143
104,4.033071656511456
105,4.512485491304164
106,5.106219220620206
107,5.157204870721818
108,5.127426154918745
109,4.566579733213434
110,4.516019523273745
111,5.079570030799703
112,4.9392584283337335
113,4.781245524649982
114,5.117764707481023
115,4.480807097455625
116,4.219032350439248
117,4.089455979130744
118,4.952822515969831
119,4.050271385728807
120,4.259733144739131
121,4.949467902700683
122,4.871885542675552
123,4.864283326719317
124,4.168097100425583
125,5.195828709335704
126,4.509474546765366
127,5.164913753688157
128,4.4277958925312
129,4.955725858312713
130,5.126812601704782
131,4.895266938303548
132,5.1981895451942055
133,4.874439968691926
134,5.2372013235411
135,5.168599245872852
136,4.8810136986922235
137,4.833632746668383
138,4.804425257033352
139,5.131530350209424
140,4.1627836526441495
141,4.579841988743921
142,4.2339194972134955
143,4.513105248969606
144,4.903065642035254
145,4.868960934938935
146,4.146954539899481
147,4.954228117805117
148,4.230123839012751
149,4.036810158014776
150,4.3955872716590285
151,5.0780713175520225
152,4.86270841217793
153,4.5656362578948
154,4.55392474245599
155,5.1197214665228294
156,5.161794327915177
157,5.064862069559082
158,4.376959864679587
159,4.304756031939426
160,5.139810569188037
161,4.819004823818995
162,4.09992305168089
163,4.10921092442849
164,5.130244639807569
165,4.312051122783348
166,4.171391163982984
167,4.650702626832531
168,5.008794538384843
169,4.993541674516497
170,4.986914360744727
171,4.85918963647269
172,4.205205224929259
173,4.2343247366097065
174,5.00738060124924
175,4.1863520192584405
176,4.403824687090364
177,4.879790057752437
178,5.118076189302933
179,5.192292992584255
180,5.137670641260668
181,5.1327170435480785
182,4.15603973923007
183,4.8521098895300305
184,4.174695021819183
185,4.317444278083723
186,4.143691944279898
187,4.5259897907173094
188,5.247097479902104
189,4.554320741224533
190,4.9302295942561285
191,4.938266638844185
192,4.862107138424713
193,4.173228639606456
194,4.806663213096981
195,4.991751369261561
196,4.470105548428969
197,4.874041194993595
198,5.1693763095878955
199,4.212011588382359
200,4.445469520759619
201,3.9972298719283637
202,4.157394301225587
203,4.109984007627603
204,4.968673524038848
205,4.818530146483533
206,4.071721156168621
207,5.12189001498219
208,4.457651424862365
209,4.201643655788403
210,4.553539560086336
211,5.208806813000731
212,4.16579061786748
213,5.13081833420623
214,5.233545127564446
215,4.858690639502177
216,5.124844454423683
217,4.875827401602514
218,5.121852015757069
219,4.431796365543751
220,4.108749374145765
221,4.8660434329869116
222,5.20126158182598
223,5.147675584066613
224,5.110568089537992
225,5.090470760691953
226,4.889934105276773
227,3.707237633747289
228,5.069664520932791
229,5.125458007637646
230,4.872882320295936
231,4.180935569995307
232,4.284639641501047
233,4.8310651618181035
234,4.856382017620808
235,4.853939160932628
236,4.302221210231514
237,5.252607853261997
238,4.122628171251656
239,3.956654245167689
240,3.9556301555964053
241,5.127119378311764
242,4.16534310897464
243,4.321412227229832
244,4.280614848853445
245,4.929200869013747
246,4.528984651913548
247,4.118316531404722
248,4.743501107198828
249,4.168282647876411
250,4.856720177464156
251,4.862118558735625
252,5.129081961228099
253,5.120780672222276
254,4.846935100300613
255,4.314818328545959
256,4.073804984488476
257,5.149042772582023
258,4.318754623108157
259,5.268310303664596
260,5.1684163602380915
261,4.846906075450634
262,5.077064804402594
263,4.1642771225897866
264,4.861800361817732
265,4.173194083909517
266,4.66021777197293
267,4.305996384750639
268,4.46019457041215
269,4.447864826502314
270,4.187953015364017
271,4.060280637738872
272,4.932016387210637
273,4.9238799446475365
274,4.550707350241341
275,4.744174133648216
276,4.4197856218889875
277,5.2013027884756635
278,4.161596959305495
279,4.860920445086058
280,5.136826259041212
281,4.957632499071186
282,5.093654071887716
283,4.860851007146808
284,5.130914535979665
285,4.939009950824814
286,4.861632461089251
287,4.208535506670615
288,4.151973066037813
289,4.171264948142181
290,4.468188452545487
291,5.005192382891994
292,4.86573665637993
293,4.9187922300125
294,5.196367923738511
295,4.03962919717757
296,4.408289872734552
297,4.418904510796629
298,4.398298230387913
299,4.242150435389105
300,4.1627836526441495
301,4.160358956259921
302,4.096879768831484
303,5.207231103452745
304,4.43119781745939
305,4.949433291525983
306,5.220099812702179
307,5.181366793771919
308,5.213252837610458
309,4.849429726245738
310,4.9209766023046555
311,5.183000065781503
312,4.396051125140829
313,5.027804169330362
314,4.161429058577014
315,5.1667793091990255
316,4.948280557427016
317,4.95908005893329
318,5.283981685818356
319,4.850482392037133
320,4.016137180825025
321,4.275824719123763
322,4.840919092401114
323,4.200635109351777
324,5.193642012174966
325,4.17407195724233
326,5.131293011541692
327,5.116340990462164
328,4.868723596271203
329,4.377498001204331
330,4.906826279562749
331,4.150973903777253
332,4.160410265966839
333,5.209032426481684
334,4.1623089753086875
335,4.78342795587777
336,3.8162049405633605
337,4.250717774371297
338,4.418904510796629
339,4.898815651749729
340,5.124753695322483
341,5.276543328868531
342,3.9874743329563582
343,5.124975451180498
344,4.312109140411688
345,5.141170737731597
346,5.23157607895023
347,4.141313353591452
348,4.427224728434866
349,4.046749357209501
350,4.86139512242152
351,4.867841951128197
352,5.129018087653612
353,5.121672009264861
354,4.868723596271203
355,5.1237271990242785
356,5.055680663826051
357,4.8393849246244915
358,4.147107912334609
359,4.8620377004854625
360,4.310817855533408
361,5.133684327857259
362,4.528706074524514
363,4.268417678374696
364,4.170926594467661
365,4.153927332992233
366,4.493854400108354
367,4.1643465605290375
368,5.0872546863538215
369,4.390783784546092
370,4.053415869654327
371,4.15656859824044
372,5.118399396311619
373,4.8625123778209245
374,4.887891991475613
375,4.839982840997163
376,4.106872384940332
377,4.898228679186612
378,4.859496413079672
379,4.828098270999924
380,5.175008454485171
381,4.19500540642193
382,4.699746249825342
383,4.940770958425524
384,4.420704757349248
385,5.114500015832746
386,4.542273031191503
387,4.541199155573304
388,4.146912452474895
389,4.532259264301292
390,4.864312624373543
391,4.837723673615817
392,4.97829013608828
393,4.256250706883289
394,4.82876032513058
395,3.791089205244432
396,4.998778664386831
397,4.495339133228655
398,4.1689585869861565
399,4.193935175068522
400,4.458754325330544
401,4.862364406500095
402,3.8629250140848197
403,4.159698249963646
404,4.44706808244283
405,4.268311631227986
406,5.010245932853596
407,5.136900402195391
408,4.8622623164631715
409,5.173685004702853
410,4.613735762618443
411,4.158208311095573
412,4.31460383050005
413,4.961861205197479
414,4.278171709249357
415,4.965082754135617
416,5.018498572477655
417,5.1327170435480785
418,5.144391188667753
419,4.89227811826388
420,4.939641108577845
421,4.213231402034189
422,4.147375607870066
423,5.260310226900991
424,4.996173577661451
425,4.9164597566224115
426,4.925857851198716
427,4.200521140900101
428,4.262898556631621
429,4.548003443555926
430,4.859664313808152
431,4.248945040137623
432,5.217665116605406
433,4.859939435820706
434,4.157423326075565
435,4.1954601176257125
436,5.207627149745586
437,5.008054496960126
438,4.562041620735711
439,4.444364903437954
440,5.215537163262919
441,4.9927367702005
442,4.510582706722443
443,4.106071131367341
444,4.165893666541088
445,4.902761051865917
446,5.2509400168900005
447,4.131531581602684
448,4.2810989380649485
449,4.864807512586379
450,5.116061163234683
451,5.222282739498909
452,5.205805757464674
453,5.121116473679237
454,5.2555705760577345
455,4.516026923822546
456,4.172872637383782
457,5.245310697059257
458,4.425827745250101
459,4.94476559571525
460,4.925170208571701
461,4.486841580646603
462,4.860347304961366
463,4.48642195458244
464,4.248505148785174
465,4.187116386895829
466,5.200272824952681
467,5.247038658601691
468,5.121316898263642
469,4.14275100398177
470,5.156292473763685
471,4.836707510750091
472,4.500665121717236
473,4.414833708623373
474,4.949568353411011
475,4.884551251292815
476,4.940148309769232
477,4.874108003188397
478,5.1334337647662
479,4.4672250041897374
480,4.479005829948891
481,4.428577346473643
482,4.274617197634623
483,4.421792987898673
484,5.129255426321343
485,4.132526661057549
486,4.409203214655267
487,4.407928328107073
488,5.121116473679237
489,4.166245269870886
490,5.132002397800437
491,4.423746780248546
492,4.999149304456638
493,4.430609117931126
494,5.250699189327984
495,4.253702834114176
496,4.9173746316323745
497,5.272765524604958
498,4.178036236967983
499,4.289786992666418
500,4.966009759084642
501,5.12633792436932
502,5.221127705633155
503,4.985687493603243
504,4.19240560655993
505,4.8973999655451745
506,4.857866142726013
507,4.272022790547222
508,4.421844853370475
509,4.9431084028205206
510,5.181622836861183
511,5.162897292236143
512,4.892688411715244
513,4.175376389396669
514,4.11965745305635
515,5.2327144566717845
516,4.882241315429761
517,4.861800361817732
518,5.117168634511677
519,5.093831046098567
520,4.412674525227766
521,4.950511742582006
522,5.130748896266979
523,5.201097678899653
524,4.193908911521459
525,4.469156790215295
526,5.125081793091414
527,4.042600090450313
528,4.416651591786678
529,4.854053499849593
530,4.581380881869622
531,5.129018087653612
532,5.179899253697853
533,5.125863247033857
534,5.123149983659713
535,5.128282673571805
536,4.86139512242152
537,4.861800361817732
538,4.181359398139349
539,4.21811704115565
540,4.164039783922056
541,5.250976376699356
542,5.12444129049795
543,4.0622801920207765
544,4.176078747018089
545,4.920737546783438
546,5.182097327205143
547,4.7379058104605605
548,4.990007967646104
549,4.807375229100174
550,5.2749414314298395
551,4.858315619316629
552,5.146425918486587
553,5.123420422417297
554,3.5548950904973227
555,4.462595949427477
556,4.536811307213375
557,5.11283864515863
558,4.17167452228803
559,5.234684841227642
560,4.98083710051001
561,4.39513429432583
562,5.113452198372593
563,5.236148073737034
564,4.160786480513072
565,4.177453780802486
566,5.1327170435480785
567,4.034499514404056
568,4.086791729054433
569,4.304196677731322
570,4.130337693104248
571,4.300112096860767
572,5.1243176388121725
573,4.3916126175180805
574,4.834714511519929
575,4.888510073270387
576,4.425081813636685
577,5.1188529701020675
578,5.157079763428954
579,4.41536470724746
580,4.862570730660114
581,5.155067367105152
582,4.0179087888401
583,4.747072021180116
584,5.192995043883622
585,4.2007005156806185
586,5.18271709849996
587,5.269146534293013
588,5.27055740891168
589,4.814582064417126
590,5.124844454423683
591,4.530241957328817
592,4.495633543115958
593,4.477463286080181
594,4.557872040785697
595,4.1457701747014
596,5.1216201758646775
597,4.157701077832568
598,5.118823945252088
599,4.161122281970033
600,5.1327170435480785
601,4.4240503393193045
602,5.124844454423683
603,4.951581923872175
604,4.547084537270448
605,5.195871817758847
606,5.119759249867652
607,4.156230807125746
608,4.869435612274397
609,4.983875624403362
610,4.9158715119704395
611,5.129018087653612
612,4.25730850927059
613,5.1209485729507564
614,4.945806349574089
615,5.238765122647442
616,4.9473519577957745
617,5.224948091239047
618,4.206109830024638
619,4.004144560561067
620,4.429289362476837
621,4.123240032778314
622,4.965671327883232
623,4.429526701144568
624,4.409266687094588
625,4.971788234485239
626,4.6163863467787865
627,5.12844494752892
628,4.864649610079528
629,4.859884080008434
630,4.441725675735735
631,5.126575263037051
632,4.967830445354522
633,4.853672829486537
634,5.128780748985881
635,5.0952237824179685
636,5.259689023740124
637,5.132479704880348
638,4.1607574877347115
639,4.954570411798389
640,5.1327170435480785
641,5.1830423590191685
642,5.126824022015693
643,4.4247450891771
644,4.865973995047661
645,5.1327170435480785
646,5.1327170435480785
647,5.131530350209424
648,4.422198227294885
649,4.922599342041961
650,4.9609644133439135
651,4.469914566346038
652,5.127524617707975
653,4.8625123778209245
654,4.22847675623425
655,5.124676553695203
656,4.1786639684790545
657,5.263670783665667
658,5.128375509589669
659,4.866992787657836
660,4.124705863150055
661,4.884304470458503
662,5.129255426321343
663,4.419321170503752
664,4.433886816676245
665,5.123291511242621
666,5.1216201758646775
667,4.036364505529294
668,5.1327170435480785
669,4.155927226385479
670,5.1374172531030755
671,4.9579218361706445
672,4.165770592535424
673,4.425729282460871
674,5.069999727378688
675,4.913323150851673
676,4.867704803661029
677,4.154835474870151
678,4.44124071870892
679,4.864926177587507
680,5.128780748985881
681,4.280997801901805
682,5.130036880263787
683,5.131767688877154
684,5.156737625716325
685,5.1327170435480785
686,5.108201722832531
687,4.927524796349258
688,4.425827745250101
689,4.967923148456904
